tool_call_decode_share,decode_acceleration_factor,theoretical_speedup,p95_ccl_reduction_pct,decode_overhead_ms,argument_accuracy,baseline_p50_ms,candidate_p50_ms,p50_speedup,baseline_p90_ms,candidate_p90_ms,p90_speedup,baseline_p95_ms,candidate_p95_ms,p95_speedup,baseline_p99_ms,candidate_p99_ms,p99_speedup,baseline_mean_ms,candidate_mean_ms,mean_speedup,baseline_success_rate,candidate_success_rate,success_rate_delta,wasted_call_rate,cost_multiplier,rate_limit_error_rate,input_tokens_baseline,input_tokens_candidate,token_reduction_pct,deopt_rate,tool_start_p50_ms,tool_start_p95_ms,tool_start_speedup_p95,semantic_mutation_rate,extra_metrics
0.1,2.0,1.0526315789473684,1.5402079190585327,3.0,1.0,1432.4443355789128,1411.251017220784,1.015017398109562,2046.734608716065,2016.1564209187031,1.0151665751129708,2266.777075763114,2231.8639957348073,1.015643014133042,2766.76067778209,2730.0378493531903,1.0134513990117757,1492.6272148666858,1470.7787851327741,1.0148550073979612,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'decode_share': 0.1, 'decode_acceleration_factor': 2.0, 'theoretical_upper_bound': 1.0526315789473684, 'expansion_overhead_ms': 3.0}
0.1,4.0,1.081081081081081,2.2850668616200895,3.0,1.0,1433.5956499280942,1401.1241177185289,1.023175343139792,2051.436361027848,2002.468793635538,1.0244535982522893,2271.1583495826467,2219.260862761416,1.0233850322384612,2777.1656174408495,2721.779780430923,1.02034912501303,1494.599100442804,1460.3764899311661,1.0234341012386818,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'decode_share': 0.1, 'decode_acceleration_factor': 4.0, 'theoretical_upper_bound': 1.081081081081081, 'expansion_overhead_ms': 3.0}
0.1,6.0,1.0909090909090908,2.5062344705073536,3.0,1.0,1429.3054958494033,1392.6368646568535,1.0263303608594225,2043.896051531501,1990.2100446564466,1.0269750456838447,2256.6665939215322,2200.1092378602466,1.0257066126936003,2759.324947915976,2684.3224825152993,1.027940929560146,1489.837911901969,1451.465857711205,1.02643675976731,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'decode_share': 0.1, 'decode_acceleration_factor': 6.0, 'theoretical_upper_bound': 1.0909090909090908, 'expansion_overhead_ms': 3.0}
0.25,2.0,1.1428571428571428,3.9389968441618364,3.0,1.0,1433.865075645056,1377.071084005984,1.041242599818344,2045.9651126588196,1967.6272837907213,1.0398133475345885,2264.251115041356,2175.062335075978,1.0410051604163624,2748.7939296554987,2644.3065808484353,1.0395140826573666,1492.2906841380081,1433.2649383171165,1.0411827180327158,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'decode_share': 0.25, 'decode_acceleration_factor': 2.0, 'theoretical_upper_bound': 1.1428571428571428, 'expansion_overhead_ms': 3.0}
0.25,4.0,1.2307692307692308,5.726005107127435,3.0,1.0,1433.3770406356289,1344.5548140401004,1.066060695828857,2048.6665144821236,1925.5069753380492,1.06396213606157,2265.1551951087413,2135.4522929524524,1.0607379067115394,2755.976783445106,2602.565784824015,1.0589460598904572,1493.184297577215,1402.8685919250481,1.0643793054973407,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'decode_share': 0.25, 'decode_acceleration_factor': 4.0, 'theoretical_upper_bound': 1.2307692307692308, 'expansion_overhead_ms': 3.0}
0.25,6.0,1.2631578947368423,6.603400867054105,3.0,1.0,1432.3789642403044,1335.2408666495362,1.0727494941302333,2046.7177984390728,1910.6864257333577,1.0711950275427866,2270.9756172272955,2121.013993628721,1.070702797835866,2752.246390600492,2582.5601962787296,1.065704642457615,1492.0217688349237,1391.0859229045143,1.072559030516002,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'decode_share': 0.25, 'decode_acceleration_factor': 6.0, 'theoretical_upper_bound': 1.2631578947368423, 'expansion_overhead_ms': 3.0}
0.5,2.0,1.3333333333333333,7.710493419766042,3.0,1.0,1433.0032627039955,1314.725767172782,1.0899636247227131,2044.8038231984713,1881.2809875635637,1.086921005801842,2272.891178283871,2097.64005354385,1.0835468051079322,2765.4047315470475,2557.505846857726,1.0812897006451643,1492.8054042110366,1371.3961937235101,1.0885296393873498,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'decode_share': 0.5, 'decode_acceleration_factor': 2.0, 'theoretical_upper_bound': 1.3333333333333333, 'expansion_overhead_ms': 3.0}
0.5,4.0,1.6,11.85118071919403,3.0,1.0,1431.5057183129084,1252.8168784394359,1.1426296555774818,2047.7171401639553,1804.270208678347,1.1349281999528975,2266.133669266187,1997.5700727829485,1.1344451441991643,2773.150251037004,2478.889082829583,1.1187068716570128,1491.7671484179414,1308.3204360527754,1.140215429882474,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'decode_share': 0.5, 'decode_acceleration_factor': 4.0, 'theoretical_upper_bound': 1.6, 'expansion_overhead_ms': 3.0}
0.5,6.0,1.7142857142857142,12.685598303842388,3.0,1.0,1437.6411081980777,1238.2326783832236,1.16104277757814,2044.9995384477722,1777.1688866293507,1.150706358767286,2271.0206462278757,1982.9280896500818,1.1452864368009594,2743.6050146428174,2425.348027110224,1.1312211624786044,1494.2449903603815,1290.1875261107107,1.1581610890819918,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'decode_share': 0.5, 'decode_acceleration_factor': 6.0, 'theoretical_upper_bound': 1.7142857142857142, 'expansion_overhead_ms': 3.0}
0.8,2.0,1.6666666666666667,12.184199609353293,3.0,1.0,1433.6642105264468,1241.3655305823318,1.154908989501188,2045.7404761853616,1787.1063653334377,1.1447222817113452,2267.4477024212183,1991.177348320522,1.1387472363191151,2768.8574317976363,2452.061510560032,1.129195748097384,1492.6130411709564,1296.9039757388634,1.1509048234049826,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'decode_share': 0.8, 'decode_acceleration_factor': 2.0, 'theoretical_upper_bound': 1.6666666666666667, 'expansion_overhead_ms': 3.0}
0.8,4.0,2.5,17.793895406505932,3.0,1.0,1435.6859431908247,1142.227410627041,1.2569177817249944,2055.5665487102315,1673.967267620577,1.227961017202009,2283.645351605743,1877.2958862854825,1.216454672003935,2767.831557534885,2329.8139447559606,1.1880054043649417,1495.6164587889168,1199.2022397730473,1.2471761719457486,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'decode_share': 0.8, 'decode_acceleration_factor': 4.0, 'theoretical_upper_bound': 2.5, 'expansion_overhead_ms': 3.0}
0.8,6.0,3.000000000000001,19.332966769501507,3.0,1.0,1437.7624592379798,1107.8634045607344,1.2977795397150516,2051.643143586615,1633.8532351817723,1.2557083460182163,2272.4801236330013,1833.1422964875064,1.2396637882325405,2782.0701976532946,2300.082102448491,1.2095525610549798,1494.1580927323957,1164.7938763015095,1.2827660954714957,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'decode_share': 0.8, 'decode_acceleration_factor': 6.0, 'theoretical_upper_bound': 3.000000000000001, 'expansion_overhead_ms': 3.0}
