contention_mode,prediction_accuracy,p95_reduction_pct,mean_tool_cost_multiplier,wasted_call_rate,baseline_p50_ms,candidate_p50_ms,p50_speedup,baseline_p90_ms,candidate_p90_ms,p90_speedup,baseline_p95_ms,candidate_p95_ms,p95_speedup,baseline_p99_ms,candidate_p99_ms,p99_speedup,baseline_mean_ms,candidate_mean_ms,mean_speedup,baseline_success_rate,candidate_success_rate,success_rate_delta,cost_multiplier,rate_limit_error_rate,input_tokens_baseline,input_tokens_candidate,token_reduction_pct,deopt_rate,tool_start_p50_ms,tool_start_p95_ms,tool_start_speedup_p95,semantic_mutation_rate,extra_metrics
single_slot,0.5,-6.099178867585012,1.50004,0.50004,1437.5888401313905,1387.755846911773,1.0359090493695362,2045.4648083539696,2153.058531999547,0.9500274971411692,2271.0111522018556,2409.52418447745,0.9425143631394455,2743.7928888426363,2942.423489575957,0.9324942172882307,1494.0871204688258,1455.8226771119005,1.0262837253180004,1.0,1.0,0.0,1.50004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'contention_mode': 'single_slot', 'accuracy': 0.5}
single_slot,0.55,-4.90760845278329,1.44896,0.44896,1434.2088318671383,1338.979016405229,1.0711212157137262,2046.2213611851075,2123.7937213508208,0.9634746259084079,2270.13603247508,2381.545420294506,0.9532197089881036,2763.7292768198354,2927.377240936596,0.9440974118988495,1492.2294989360666,1420.333632370524,1.0506189988936256,1.0,1.0,0.0,1.44896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'contention_mode': 'single_slot', 'accuracy': 0.55}
single_slot,0.6000000000000001,-2.696136451633707,1.40062,0.40062,1434.8804285602314,1298.7884026199017,1.1047838321206183,2043.4356968818527,2070.8126700158878,0.9867795993667428,2270.8689991551346,2332.0947260102057,0.9737464665683554,2771.5933817765963,2909.0399365711783,0.9527519189177626,1492.5355244814846,1385.5907648693126,1.0771835106899394,1.0,1.0,0.0,1.40062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'contention_mode': 'single_slot', 'accuracy': 0.6000000000000001}
single_slot,0.65,-1.4645243673394581,1.34938,0.34938,1434.3938432992222,1259.8803036135582,1.138515967894036,2047.4788870175307,2035.444034379324,1.0059126423693967,2265.9962192017865,2299.1822859949875,0.9855661436697093,2770.058719731316,2845.851795380527,0.9733671740136852,1493.8232036874854,1353.8956054664934,1.103351837214051,1.0,1.0,0.0,1.34938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'contention_mode': 'single_slot', 'accuracy': 0.65}
single_slot,0.7000000000000001,0.5208025409328074,1.30044,0.30044,1433.5312365357595,1223.3780897258048,1.1717810287554327,2051.313700731672,1992.504685028174,1.029515120413715,2273.1171301633744,2261.2786783911047,1.0052352909375561,2781.6882644199018,2793.8777945359298,0.9956370568033193,1493.7935064903268,1322.496691787223,1.129525325671411,1.0,1.0,0.0,1.30044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'contention_mode': 'single_slot', 'accuracy': 0.7000000000000001}
single_slot,0.75,3.3261163865575316,1.2494,0.2494,1434.4956422849564,1186.7752786755,1.2087340106089206,2053.150515120808,1943.1468917334225,1.0566110693202686,2281.5149877354634,2205.629143866628,1.034405531899983,2776.927064656835,2747.4655835488247,1.0107231483751493,1497.0149429819407,1289.3057603062532,1.1611015703725311,1.0,1.0,0.0,1.2494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'contention_mode': 'single_slot', 'accuracy': 0.75}
single_slot,0.8,5.638918674698095,1.19982,0.19982,1436.3331256517395,1160.0073450536493,1.238210371491493,2049.1839250199027,1880.3003991881235,1.0898173110555631,2266.9646823215844,2139.1323875013422,1.0597589450597582,2753.072867826384,2719.372096844476,1.0123928501807509,1494.8147586055109,1257.387718608113,1.1888256394457406,1.0,1.0,0.0,1.19982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'contention_mode': 'single_slot', 'accuracy': 0.8}
single_slot,0.8500000000000001,8.88533746465083,1.15026,0.15026,1435.0378012022265,1133.1423134867352,1.2664232763372358,2038.9094960082655,1808.316672727933,1.127517943487449,2261.7853785691264,2060.818114957129,1.0975181953969664,2749.406270269669,2613.303218811331,1.0520808494317184,1492.2763688608854,1222.607650068693,1.2205684863635862,1.0,1.0,0.0,1.15026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'contention_mode': 'single_slot', 'accuracy': 0.8500000000000001}
single_slot,0.9,12.892285338505014,1.1008,0.1008,1432.5332815007464,1106.8384517310187,1.2942568802704346,2050.0005459478684,1732.4863824185773,1.1832707989808477,2277.5638601410133,1983.9338285249646,1.148003944181122,2802.4932981134734,2548.1341622684886,1.099821720383255,1495.471554658507,1190.1784312791826,1.2565103814318,1.0,1.0,0.0,1.1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'contention_mode': 'single_slot', 'accuracy': 0.9}
single_slot,0.9500000000000001,17.343506346073287,1.05046,0.05046,1432.4951696905864,1083.9702164438806,1.3215263186751494,2046.520156034003,1645.7024741746468,1.243554158876971,2267.7248018718738,1874.4218069477474,1.209826301351332,2750.4287760160746,2391.690197235806,1.1499937488537941,1491.705750920264,1155.9682250065619,1.2904383690233323,1.0,1.0,0.0,1.05046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'contention_mode': 'single_slot', 'accuracy': 0.9500000000000001}
single_slot,1.0,22.486051023475493,1.0,0.0,1441.673500840273,1070.4312408762812,1.3468156064466912,2047.5905437347135,1568.4522021755788,1.3054848218482709,2277.2746985058698,1765.2055478551422,1.290090381413615,2778.0630430878077,2206.172520560016,1.2592229380060553,1497.7767512228233,1125.7330269062118,1.3304901921009444,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'contention_mode': 'single_slot', 'accuracy': 1.0}
confidence_gated,0.8004016227287285,8.120396349256424,1.01326,0.0442,1434.0107011495347,1237.0267563697398,1.1592398416327525,2048.5113541177366,1865.8390560474827,1.097903566482963,2272.616093488941,2088.070659200651,1.0883808378203719,2790.2684648549775,2582.244668027382,1.0805592899090033,1494.7877881615013,1301.560815439379,1.1484578902729898,1.0,1.0,0.0,1.01326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,{'contention_mode': 'confidence_gated', 'threshold': 0.8}
