contention_mode,prediction_accuracy,p95_reduction_pct,mean_tool_cost_multiplier,wasted_call_rate,baseline_p50_ms,candidate_p50_ms,p50_speedup,baseline_p90_ms,candidate_p90_ms,p90_speedup,baseline_p95_ms,candidate_p95_ms,p95_speedup,baseline_p99_ms,candidate_p99_ms,p99_speedup,baseline_mean_ms,candidate_mean_ms,mean_speedup,baseline_success_rate,candidate_success_rate,success_rate_delta,cost_multiplier,rate_limit_error_rate,input_tokens_baseline,input_tokens_candidate,token_reduction_pct,deopt_rate,tool_start_p50_ms,tool_start_p95_ms,tool_start_speedup_p95,semantic_mutation_rate,p95_reduction_ci,extra_metrics
no_contention,0.0,0.0,2.0,1.0,1494.7692132619422,1494.7692132619422,1.0,1969.2779451325168,1969.2779451325168,1.0,2136.971164737112,2136.971164737112,1.0,2448.177153311599,2448.177153311599,1.0,1524.6997887152922,1524.6997887152922,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0.0, 0.0],{'contention_mode': 'no_contention', 'accuracy': 0.0}
no_contention,0.05,0.0,1.92,0.92,1532.8914268458552,1487.484229815645,1.0305261703754922,1918.621673372291,1899.651046767213,1.0099863744119542,1998.7098938211352,1998.7098938211352,1.0,2371.4352670733388,2371.4352670733388,1.0,1507.7300795142319,1476.5052540717245,1.0211477916224134,1.0,1.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0.0, 0.0],{'contention_mode': 'no_contention', 'accuracy': 0.05}
no_contention,0.1,0.0,1.95,0.95,1513.8803633901425,1506.079810740318,1.0051793753519545,2119.3190843650805,2119.3190843650805,1.0,2395.768646437184,2395.768646437184,1.0,3581.1616515237615,3087.451090698776,1.1599087876443883,1611.0739464120602,1588.5485343686823,1.014179870212357,1.0,1.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0.0, 0.0],{'contention_mode': 'no_contention', 'accuracy': 0.1}
no_contention,0.15000000000000002,0.0,1.83,0.83,1347.8240416982942,1304.1527899455211,1.0334863001401833,2005.004530128922,1985.2176176680357,1.0099671251578601,2162.365022494237,2162.365022494237,1.0,2599.0648583393645,2599.0648583393645,1.0,1447.522514095538,1391.2066982656968,1.0404798337299883,1.0,1.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0.0, 0.0],{'contention_mode': 'no_contention', 'accuracy': 0.15000000000000002}
no_contention,0.2,0.0,1.78,0.78,1495.6674405644835,1376.701084049654,1.086414079202206,2097.6918661765953,1951.122265299357,1.0751206643909372,2297.785003886337,2297.785003886337,1.0,3694.062323043572,3318.7979851674154,1.1130723652217798,1549.8925828961405,1465.8340154602004,1.0573452154537086,1.0,1.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0.0, 0.0],{'contention_mode': 'no_contention', 'accuracy': 0.2}
no_contention,0.25,0.0,1.71,0.71,1387.1701723992603,1304.0863836260562,1.0637103414439362,1997.9127523826392,1848.3735047336681,1.0809031547281989,2293.8120322514746,2293.8120322514746,1.0,2640.42777648412,2640.42777648412,1.0,1455.1219698891293,1351.0612027642894,1.0770215049562004,1.0,1.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0.0, 0.0],{'contention_mode': 'no_contention', 'accuracy': 0.25}
no_contention,0.30000000000000004,3.7454734677758346,1.71,0.71,1419.42403421138,1359.1441207756266,1.044351377101461,2040.4126082110447,1970.4088897427077,1.0355275084439342,2283.6189001417774,2198.086560131853,1.038912180057547,2651.0307186208715,2494.9635266356804,1.0625528951902712,1501.1809527199355,1398.6172184966563,1.0733322404921646,1.0,1.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0.0, 0.0],{'contention_mode': 'no_contention', 'accuracy': 0.30000000000000004}
no_contention,0.35000000000000003,1.9712020564955322,1.61,0.61,1451.3054604995139,1238.1839963608436,1.1721242277117596,2093.995772103545,1933.9456578350519,1.0827583306801187,2219.5029210304515,2175.752033807121,1.0201083977142265,2434.5232642128194,2434.5232642128194,1.0,1485.8173465399855,1345.5622926677177,1.1042352737116299,1.0,1.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0.0, 0.0],{'contention_mode': 'no_contention', 'accuracy': 0.35000000000000003}
no_contention,0.4,0.0,1.61,0.61,1407.1608498931869,1316.7015658053251,1.0687014327597726,2085.3540466622085,1980.2942243507428,1.053052632795468,2158.164353198861,2158.164353198861,1.0,2326.029919644165,2326.029919644165,1.0,1486.3474230653242,1365.1619581429009,1.0887700277608658,1.0,1.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0.0, 0.0],{'contention_mode': 'no_contention', 'accuracy': 0.4}
no_contention,0.45,16.7906850023022,1.53,0.53,1366.4766340239264,1236.7046928810005,1.104933653029659,1938.3279824365572,1834.2911354059086,1.0567177396338594,2325.188624232529,1934.773526628281,1.2017885257529972,2546.2114439818556,2082.7373290635173,1.2225312373532649,1474.8109141728687,1290.7139142061246,1.142631917065817,1.0,1.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0.0, 13.107301188214633],{'contention_mode': 'no_contention', 'accuracy': 0.45}
