tool_call_decode_share,decode_acceleration_factor,theoretical_speedup,p95_ccl_reduction_pct,decode_overhead_ms,argument_accuracy,baseline_p50_ms,candidate_p50_ms,p50_speedup,baseline_p90_ms,candidate_p90_ms,p90_speedup,baseline_p95_ms,candidate_p95_ms,p95_speedup,baseline_p99_ms,candidate_p99_ms,p99_speedup,baseline_mean_ms,candidate_mean_ms,mean_speedup,baseline_success_rate,candidate_success_rate,success_rate_delta,wasted_call_rate,cost_multiplier,rate_limit_error_rate,input_tokens_baseline,input_tokens_candidate,token_reduction_pct,deopt_rate,tool_start_p50_ms,tool_start_p95_ms,tool_start_speedup_p95,semantic_mutation_rate,p95_reduction_ci,extra_metrics
0.1,2.0,1.0526315789473684,1.378958326286306,3.0,1.0,1366.0280123161965,1340.3145810897647,1.0191846239600892,2140.7411120918637,2096.033197482862,1.0213297741002823,2200.1618088465475,2169.8224943916866,1.0139823946582167,2633.566995848049,2621.6503213927513,1.004545485856011,1452.582242015774,1431.381154353859,1.0148116297307863,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[1.2682044468932012, 1.4939997293986287],{'decode_share': 0.1, 'decode_acceleration_factor': 2.0, 'theoretical_upper_bound': 1.0526315789473684, 'expansion_overhead_ms': 3.0}
0.1,4.0,1.081081081081081,1.5619680447474162,3.0,1.0,1413.084847242801,1383.7159466729058,1.0212246600471084,2096.3945007593807,2044.7525351610134,1.0252558511166245,2230.721456802613,2195.878300480032,1.015867526135198,2485.8322904837437,2449.7267452249457,1.0147386010824169,1490.892226092879,1458.4821849899588,1.0222217600163168,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[1.9091818584920435, 2.407414023892112],{'decode_share': 0.1, 'decode_acceleration_factor': 4.0, 'theoretical_upper_bound': 1.081081081081081, 'expansion_overhead_ms': 3.0}
0.1,6.0,1.0909090909090908,4.395710998917036,3.0,1.0,1400.396745730522,1359.9820815503792,1.0297170563703826,2014.9364119481836,1968.5177004880982,1.0235805405501692,2387.6001222311943,2282.648121048121,1.0459781778081865,2713.407366701323,2640.6344616735164,1.0275588712046446,1462.0197021209317,1424.4319999497188,1.0263878529635249,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[2.2608361329586675, 2.6929481506423985],{'decode_share': 0.1, 'decode_acceleration_factor': 6.0, 'theoretical_upper_bound': 1.0909090909090908, 'expansion_overhead_ms': 3.0}
0.25,2.0,1.1428571428571428,3.666230363671188,3.0,1.0,1492.4871626848203,1416.566639425589,1.053594741783568,1929.0908709820767,1860.5623430251987,1.0368321589511766,2012.2663626593405,1938.492042273582,1.0380575822737097,2295.051363487288,2237.215484320413,1.0258517248661203,1493.1293888218113,1436.4538846016883,1.0394551505117329,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[3.3992069333082076, 4.012437735111007],{'decode_share': 0.25, 'decode_acceleration_factor': 2.0, 'theoretical_upper_bound': 1.1428571428571428, 'expansion_overhead_ms': 3.0}
0.25,4.0,1.2307692307692308,8.09530789083676,3.0,1.0,1445.15694416029,1371.662248905485,1.0535807523415113,1958.4513033366377,1887.541470178017,1.0375672981383202,2238.9464229996224,2057.6968165469266,1.088083727882155,2367.4044135270324,2192.3199667149584,1.0798626338628965,1488.0356427365932,1403.159946377591,1.060488967475246,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[4.987029883848996, 6.339674338794314],{'decode_share': 0.25, 'decode_acceleration_factor': 4.0, 'theoretical_upper_bound': 1.2307692307692308, 'expansion_overhead_ms': 3.0}
0.25,6.0,1.2631578947368423,4.77368179315318,3.0,1.0,1425.3487936321958,1317.7406951389944,1.0816610573614036,2034.7650376914146,1894.0957994283556,1.0742672246596574,2179.834652906778,2075.7762829601234,1.0501298578275806,2931.1338804073966,2661.158873751731,1.101450164933239,1494.557668764721,1397.1940079829367,1.0696851405212822,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[6.197093827982091, 7.511891233433273],{'decode_share': 0.25, 'decode_acceleration_factor': 6.0, 'theoretical_upper_bound': 1.2631578947368423, 'expansion_overhead_ms': 3.0}
0.5,2.0,1.3333333333333333,10.659653748473136,3.0,1.0,1480.8859063318523,1357.3910070398547,1.090979606208907,2268.057489131178,2030.956310073406,1.1167436137753266,2509.1208871567783,2241.6572884552484,1.1193151156865027,2651.988795940632,2499.1603697953706,1.061151908453868,1545.2954168142478,1417.535171427606,1.0901284482825029,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[7.472542622517295, 8.872703653272907],{'decode_share': 0.5, 'decode_acceleration_factor': 2.0, 'theoretical_upper_bound': 1.3333333333333333, 'expansion_overhead_ms': 3.0}
0.5,4.0,1.6,12.011925482051817,3.0,1.0,1422.2443694745753,1249.2422306396043,1.1384856632219318,1867.7420059697117,1670.4613449995625,1.1180995067983455,1954.6950984920556,1719.8985798598706,1.1365176536463653,2412.744645131309,2000.2221305549049,1.206238351368486,1441.9595760847922,1269.0972248098858,1.136208911260366,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[10.793650663349853, 12.299531443066138],{'decode_share': 0.5, 'decode_acceleration_factor': 4.0, 'theoretical_upper_bound': 1.6, 'expansion_overhead_ms': 3.0}
0.5,6.0,1.7142857142857142,13.6403790699372,3.0,1.0,1463.3696951736283,1262.4468246126835,1.1591535315735675,2050.417008301479,1817.5641562703713,1.12811259026417,2230.634217093933,1926.3672542185946,1.1579485750751926,2370.0268928932815,2209.807408012024,1.0725038228672577,1492.9056089797314,1287.8435694693842,1.159228996728878,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[11.884935872971589, 13.670878079463865],{'decode_share': 0.5, 'decode_acceleration_factor': 6.0, 'theoretical_upper_bound': 1.7142857142857142, 'expansion_overhead_ms': 3.0}
0.8,2.0,1.6666666666666667,7.395798988671959,3.0,1.0,1406.6230628151484,1240.8635621976312,1.1335839859169923,1986.40373212695,1734.3648027473353,1.1453205974777454,2228.347800040872,2063.543675981355,1.0798646163770393,2541.8458897795717,2261.9768189396195,1.123727647647225,1488.9997449933614,1285.2650673323994,1.1585156889728736,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[12.182761609539709, 14.915965419598017],{'decode_share': 0.8, 'decode_acceleration_factor': 2.0, 'theoretical_upper_bound': 1.6666666666666667, 'expansion_overhead_ms': 3.0}
